
"lakeid","sampledate","depth","chlor"
"BM","2010-06-24",5.00,1.7
"BM","2010-06-24",8.00,2.5
"BM","2010-06-24",10.00,4.8
"BM","2010-06-24",12.00,1.9
"BM","2010-06-24",12.00,1.9
"BM","2010-06-24",16.00,0.1
"BM","2010-06-24",18.00,0.8
"BM","2010-07-09",0.00,2.4
"BM","2010-07-09",3.00,2.3
"BM","2010-07-09",5.00,1.6
"BM","2010-07-09",8.00,6.4
"BM","2010-07-09",10.00,6.2
"BM","2010-07-09",12.00,5.6
"BM","2010-07-09",16.00,16.5
"BM","2010-07-09",18.00,19.2
"BM","2010-07-09",18.00,18.4
"BM","2010-07-20",0.00,1.7
"BM","2010-07-20",3.00,2.0
"BM","2010-07-20",5.00,3.9
"BM","2010-07-20",8.00,4.5
"BM","2010-07-20",10.00,6.9
"BM","2010-07-20",12.00,8.2
"BM","2010-07-20",16.00,21.9
"BM","2010-07-20",16.00,29.1
"BM","2010-07-20",18.00,19.8
"BM","2010-08-02",0.00,2.2
"BM","2010-08-02",0.00,1.7
"BM","2010-08-02",3.00,1.7
"BM","2010-08-02",5.00,1.8
"BM","2010-08-02",8.00,2.9
"BM","2010-08-02",10.00,7.3
"BM","2010-08-02",12.00,5.8
"BM","2010-08-02",16.00,15.1
"BM","2010-08-02",18.00,16.1
"BM","2010-08-17",0.00,2.0
"BM","2010-08-17",3.00,2.5
"BM","2010-08-17",5.00,2.1
"BM","2010-08-17",5.00,1.3
"BM","2010-08-17",8.00,-1.6
"BM","2010-08-17",10.00,4.0
"BM","2010-08-17",12.00,2.7
"BM","2010-08-17",16.00,31.6
"BM","2010-08-17",18.00,26.3
"BM","2010-08-30",0.00,1.5
"BM","2010-08-30",3.00,2.7
"BM","2010-08-30",5.00,2.7
"BM","2010-08-30",8.00,3.3
"BM","2010-08-30",10.00,3.6
"BM","2010-08-30",12.00,5.7
"BM","2010-08-30",16.00,35.1
"BM","2010-08-30",16.00,34.2
"BM","2010-08-30",18.00,34.7
"BM","2010-09-15",0.00,3.6
"BM","2010-09-15",3.00,4.9
"BM","2010-09-15",5.00,3.8
"BM","2010-09-15",5.00,3.3
"BM","2010-09-15",8.00,3.8
"BM","2010-09-15",10.00,3.9
"BM","2010-09-15",12.00,4.3
"BM","2010-09-15",16.00,23.1
"BM","2010-09-15",18.00,20.0
"BM","2010-09-27",0.00,4.1
"BM","2010-09-27",3.00,4.2
"BM","2010-09-27",5.00,5.1
"BM","2010-09-27",8.00,6.1
"BM","2010-09-27",10.00,5.2
"BM","2010-09-27",12.00,6.4
"BM","2010-09-27",16.00,5.4
"BM","2010-09-27",18.00,17.3
"BM","2010-09-27",18.00,18.7
"BM","2010-10-14",0.00,5.3
"BM","2010-10-14",3.00,4.8
"BM","2010-10-14",5.00,5.4
"BM","2010-10-14",8.00,5.2
"BM","2010-10-14",10.00,3.5
"BM","2010-10-14",12.00,2.2
"BM","2010-10-14",12.00,2.5
"BM","2010-10-14",16.00,1.9
"BM","2010-10-14",18.00,1.3
"BM","2010-10-29",0.00,5.1
"BM","2010-10-29",3.00,5.6
"BM","2010-10-29",5.00,6.0
"BM","2010-10-29",8.00,5.7
"BM","2010-10-29",10.00,5.5
"BM","2010-10-29",10.00,5.0
"BM","2010-10-29",12.00,5.5
"BM","2010-10-29",16.00,5.1
"BM","2010-10-29",18.00,4.1
"BM","2010-11-11",0.00,3.5
"BM","2010-11-11",0.00,4.3
"BM","2010-11-11",3.00,3.6
"BM","2010-11-11",5.00,4.2
"BM","2010-11-11",8.00,4.2
"BM","2010-11-11",10.00,4.4
"BM","2010-11-11",12.00,4.1
"BM","2010-11-11",16.00,4.3
"BM","2010-11-11",19.00,4.6
"BM","2011-01-14",0.00,7.9
"BM","2011-01-14",0.00,5.9
"BM","2011-01-14",3.00,1.8
"BM","2011-01-14",5.00,1.2
"BM","2011-01-14",8.00,0.8
"BM","2011-01-14",10.00,0.8
"BM","2011-01-14",12.00,0.9
"BM","2011-01-14",16.00,0.6
"BM","2011-01-14",19.00,0.8
"BM","2011-02-16",0.00,0.6
"BM","2011-02-16",0.00,0.1
"BM","2011-02-16",3.00,1.1
"BM","2011-02-16",5.00,0.7
"BM","2011-02-16",8.00,0.2
"BM","2011-02-16",10.00,0.0
"BM","2011-02-16",12.00,0.6
"BM","2011-02-16",16.00,0.2
"BM","2011-02-16",18.00,2.3
"BM","2011-03-22",0.00,0.8
"BM","2011-03-22",3.00,3.4
"BM","2011-03-22",5.00,2.5
"BM","2011-03-22",8.00,1.9
"BM","2011-03-22",10.00,1.1
"BM","2011-03-22",12.00,0.6
"BM","2011-03-22",16.00,0.6
"BM","2011-03-22",19.00,6.5
"BM","2011-03-22",19.00,7.1
"BM","2011-05-05",0.00,3.0
"BM","2011-05-05",3.00,4.0
"BM","2011-05-05",5.00,3.6
"BM","2011-05-05",8.00,3.6
"BM","2011-05-05",10.00,3.5
"BM","2011-05-05",12.00,4.3
"BM","2011-05-05",16.00,3.5
"BM","2011-05-05",17.00,4.9
"BM","2011-05-05",17.00,4.4
"BM","2011-05-17",0.00,1.8
"BM","2011-05-17",3.00,1.5
"BM","2011-05-17",5.00,1.4
"BM","2011-05-17",5.00,1.7
"BM","2011-05-17",8.00,1.8
"BM","2011-05-17",10.00,2.5
"BM","2011-05-17",12.00,2.6
"BM","2011-05-17",16.00,3.0
"BM","2011-05-17",18.00,4.1
"BM","2011-05-31",0.00,1.2
"BM","2011-05-31",3.00,1.3
"BM","2011-05-31",5.00,1.5
"BM","2011-05-31",5.00,1.1
"BM","2011-05-31",8.00,2.7
"BM","2011-05-31",10.00,6.5
"BM","2011-05-31",12.00,4.1
"BM","2011-05-31",16.00,1.5
"BM","2011-05-31",18.00,0.8
"BM","2011-06-14",0.00,2.4
"BM","2011-06-14",3.00,2.4
"BM","2011-06-14",3.00,1.8
"BM","2011-06-14",5.00,2.3
"BM","2011-06-14",8.00,3.8
"BM","2011-06-14",10.00,5.0
"BM","2011-06-14",12.00,12.4
"BM","2011-06-14",16.00,4.1
"BM","2011-06-14",18.00,4.6
"BM","2011-07-01",0.00,2.4
"BM","2011-07-01",3.00,2.9
"BM","2011-07-01",3.00,2.9
"BM","2011-07-01",5.00,2.0
"BM","2011-07-01",8.00,0.2
"BM","2011-07-01",10.00,8.1
"BM","2011-07-01",12.00,2.4
"BM","2011-07-01",16.00,3.0
"BM","2011-07-01",18.00,2.9
"BM","2011-07-12",0.00,1.6
"BM","2011-07-12",3.00,1.4
"BM","2011-07-12",5.00,1.4
"BM","2011-07-12",8.00,4.2
"BM","2011-07-12",8.00,3.6
"BM","2011-07-12",10.00,6.9
"BM","2011-07-12",12.00,7.1
"BM","2011-07-12",16.00,3.1
"BM","2011-07-12",18.00,2.7
"BM","2011-07-27",0.00,3.7
"BM","2011-07-27",3.00,3.5
"BM","2011-07-27",5.00,1.5
"BM","2011-07-27",8.00,3.7
"BM","2011-07-27",8.00,3.7
"BM","2011-07-27",10.00,8.4
"BM","2011-07-27",12.00,8.5
"BM","2011-07-27",16.00,22.4
"BM","2011-07-27",18.00,14.6
"BM","2011-08-09",0.00,1.9
"BM","2011-08-09",3.00,3.1
"BM","2011-08-09",5.00,2.5
"BM","2011-08-09",8.00,3.8
"BM","2011-08-09",10.00,9.8
"BM","2011-08-09",10.00,10.4
"BM","2011-08-09",12.00,17.6
"BM","2011-08-09",16.00,13.4
"BM","2011-08-09",18.00,46.7
"BM","2011-08-23",0.00,2.2
"BM","2011-08-23",3.00,2.8
"BM","2011-08-23",5.00,41.9
"BM","2011-08-23",8.00,2.6
"BM","2011-08-23",10.00,5.4
"BM","2011-08-23",12.00,7.9
"BM","2011-08-23",16.00,30.3
"BM","2011-08-23",18.00,30.8
"BM","2011-08-23",18.00,28.7
"BM","2011-09-06",0.00,2.7
"BM","2011-09-06",0.00,2.7
"BM","2011-09-06",3.00,3.0
"BM","2011-09-06",5.00,2.9
"BM","2011-09-06",8.00,3.4
"BM","2011-09-06",10.00,4.5
"BM","2011-09-06",12.00,7.2
"BM","2011-09-06",16.00,46.4
"BM","2011-09-06",18.00,31.6
"BM","2011-09-19",0.00,3.1
"BM","2011-09-19",3.00,2.7
"BM","2011-09-19",5.00,3.1
"BM","2011-09-19",8.00,4.5
"BM","2011-09-19",10.00,4.2
"BM","2011-09-19",12.00,5.7
"BM","2011-09-19",16.00,54.0
"BM","2011-09-19",16.00,69.3
"BM","2011-09-19",18.00,57.6
"BM","2011-10-03",0.00,1.7
"BM","2011-10-03",3.00,3.2
"BM","2011-10-03",5.00,2.6
"BM","2011-10-03",8.00,5.8
"BM","2011-10-03",8.00,6.9
"BM","2011-10-03",10.00,4.3
"BM","2011-10-03",12.00,5.5
"BM","2011-10-03",16.00,27.0
"BM","2011-10-03",18.00,30.5
"BM","2011-10-18",0.00,5.3
"BM","2011-10-18",3.00,5.6
"BM","2011-10-18",5.00,4.6
"BM","2011-10-18",8.00,6.2
"BM","2011-10-18",10.00,6.7
"BM","2011-10-18",12.00,4.8
"BM","2011-10-18",16.00,4.3
"BM","2011-10-18",18.00,4.0
"BM","2011-10-18",18.00,4.1
"BM","2011-11-01",0.00,5.6
"BM","2011-11-01",3.00,5.8
"BM","2011-11-01",5.00,6.7
"BM","2011-11-01",8.00,5.9
"BM","2011-11-01",10.00,5.6
"BM","2011-11-01",10.00,7.2
"BM","2011-11-01",12.00,6.1
"BM","2011-11-01",16.00,5.7
"BM","2011-11-01",18.00,5.3
"BM","2011-11-15",0.00,6.4
"BM","2011-11-15",3.00,5.8
"BM","2011-11-15",5.00,6.1
"BM","2011-11-15",8.00,8.2
"BM","2011-11-15",10.00,6.6
"BM","2011-11-15",10.00,5.1
"BM","2011-11-15",12.00,5.2
"BM","2011-11-15",16.00,7.4
"BM","2011-11-15",18.00,8.2
"BM","2012-01-11",0.00,8.1
"BM","2012-01-11",3.00,1.1
"BM","2012-01-11",8.00,0.3
"BM","2012-01-11",10.00,-0.7
"BM","2012-01-11",12.00,0.6
"BM","2012-01-11",16.00,-0.8
"BM","2012-01-11",18.00,0.2
"BM","2012-01-11",18.00,0.2
"BM","2012-02-20",0.00,0.7
"BM","2012-02-20",3.00,0.6
"BM","2012-02-20",5.00,0.3
"BM","2012-02-20",8.00,0.2
"BM","2012-02-20",10.00,0.0
"BM","2012-02-20",12.00,0.0
"BM","2012-02-20",16.00,0.3
"BM","2012-02-20",18.00,0.7
"BM","2012-02-20",18.00,0.4
"BM","2012-04-03",0.00,-0.8
"BM","2012-04-03",3.00,-0.8
"BM","2012-04-03",5.00,5.0
"BM","2012-04-03",8.00,5.5
"BM","2012-04-03",10.00,4.8
"BM","2012-04-03",12.00,6.2
"BM","2012-04-03",16.00,7.5
"BM","2012-04-03",18.00,5.7
"BM","2012-04-03",18.00,5.9
"BM","2012-04-19",0.00,1.7
"BM","2012-04-19",3.00,2.9
"BM","2012-04-19",3.00,2.9
"BM","2012-04-19",5.00,2.7
"BM","2012-04-19",8.00,3.3
"BM","2012-04-19",10.00,3.2
"BM","2012-04-19",12.00,3.1
"BM","2012-04-19",16.00,3.3
"BM","2012-04-19",18.00,2.7
"BM","2012-04-30",0.00,2.0
"BM","2012-04-30",3.00,1.4
"BM","2012-04-30",5.00,1.0
"BM","2012-04-30",8.00,1.6
"BM","2012-04-30",10.00,1.7
"BM","2012-04-30",10.00,1.1
"BM","2012-04-30",12.00,2.2
"BM","2012-04-30",16.00,1.8
"BM","2012-04-30",18.00,1.7
"BM","2012-05-17",0.00,1.4
"BM","2012-05-17",0.00,2.0
"BM","2012-05-17",3.00,1.3
"BM","2012-05-17",5.00,1.7
"BM","2012-05-17",8.00,2.7
"BM","2012-05-17",10.00,2.2
"BM","2012-05-17",12.00,3.9
"BM","2012-05-17",16.00,1.4
"BM","2012-05-17",18.00,1.4
"BM","2012-05-29",0.00,2.7
"BM","2012-05-29",3.00,3.0
"BM","2012-05-29",5.00,3.2
"BM","2012-05-29",8.00,3.2
"BM","2012-05-29",8.00,3.3
"BM","2012-05-29",10.00,4.1
"BM","2012-05-29",12.00,4.1
"BM","2012-05-29",16.00,4.2
"BM","2012-05-29",18.00,3.3
"BM","2012-06-13",0.00,2.1
"BM","2012-06-13",3.00,1.8
"BM","2012-06-13",5.00,1.6
"BM","2012-06-13",8.00,3.9
"BM","2012-06-13",10.00,4.2
"BM","2012-06-13",12.00,4.2
"BM","2012-06-13",16.00,2.2
"BM","2012-06-13",18.00,2.0
"BM","2012-06-13",18.00,2.2
"BM","2012-06-25",0.00,1.3
"BM","2012-06-25",0.00,1.9
"BM","2012-06-25",3.00,1.3
"BM","2012-06-25",5.00,0.9
"BM","2012-06-25",8.00,3.0
"BM","2012-06-25",10.00,3.8
"BM","2012-06-25",12.00,4.8
"BM","2012-06-25",16.00,4.1
"BM","2012-06-25",18.00,4.2
"BM","2012-07-10",0.00,1.9
"BM","2012-07-10",3.00,1.7
"BM","2012-07-10",5.00,1.7
"BM","2012-07-10",8.00,4.3
"BM","2012-07-10",8.00,1.8
"BM","2012-07-10",10.00,11.4
"BM","2012-07-10",12.00,8.9
"BM","2012-07-10",16.00,6.1
"BM","2012-07-10",18.00,2.7
"BM","2012-07-23",0.00,1.0
"BM","2012-07-23",3.00,1.1
"BM","2012-07-23",5.00,1.1
"BM","2012-07-23",8.00,2.7
"BM","2012-07-23",10.00,3.7
"BM","2012-07-23",12.00,4.8
"BM","2012-07-23",12.00,5.6
"BM","2012-07-23",16.00,10.5
"BM","2012-07-23",18.00,5.4
"BM","2012-08-09",0.00,1.7
"BM","2012-08-09",3.00,2.3
"BM","2012-08-09",5.00,1.5
"BM","2012-08-09",8.00,1.6
"BM","2012-08-09",10.00,4.4
"BM","2012-08-09",12.00,2.8
"BM","2012-08-09",12.00,2.8
"BM","2012-08-09",15.00,14.4
"BM","2012-08-09",18.00,11.6
"BM","2012-08-20",0.00,2.0
"BM","2012-08-20",3.00,2.3
"BM","2012-08-20",5.00,2.3
"BM","2012-08-20",8.00,2.5
"BM","2012-08-20",10.00,3.3
"BM","2012-08-20",10.00,2.9
"BM","2012-08-20",12.00,13.4
"BM","2012-08-20",16.00,48.2
"BM","2012-08-20",18.00,25.9
"BM","2012-09-04",0.00,0.7
"BM","2012-09-04",3.00,3.1
"BM","2012-09-04",5.00,-1.6
"BM","2012-09-04",8.00,1.2
"BM","2012-09-04",10.00,2.8
"BM","2012-09-04",12.00,-2.4
"BM","2012-09-04",12.00,43.9
"BM","2012-09-04",16.00,-1.9
"BM","2012-09-04",18.00,-32.5
"BM","2012-09-17",0.00,2.0
"BM","2012-09-17",0.00,-12.0
"BM","2012-09-17",3.00,1.6
"BM","2012-09-17",5.00,1.9
"BM","2012-09-17",8.00,1.6
"BM","2012-09-17",10.00,4.0
"BM","2012-09-17",12.00,-0.3
"BM","2012-09-17",16.00,46.9
"BM","2012-09-17",18.00,13.6
"BM","2012-10-01",0.00,2.6
"BM","2012-10-01",0.00,5.0
"BM","2012-10-01",3.00,6.7
"BM","2012-10-01",5.00,6.3
"BM","2012-10-01",8.00,6.0
"BM","2012-10-01",10.00,6.8
"BM","2012-10-01",12.00,3.6
"BM","2012-10-01",15.00,1.5
"BM","2012-10-01",18.00,6.2
"BM","2012-10-17",0.00,2.3
"BM","2012-10-17",0.00,1.9
"BM","2012-10-17",3.00,0.4
"BM","2012-10-17",5.00,2.4
"BM","2012-10-17",8.00,2.6
"BM","2012-10-17",10.00,2.4
"BM","2012-10-17",12.00,3.0
"BM","2012-10-17",16.00,2.1
"BM","2012-10-17",18.00,2.1
"BM","2012-10-29",0.00,1.6
"BM","2012-10-29",3.00,3.4
"BM","2012-10-29",5.00,2.9
"BM","2012-10-29",8.00,3.0
"BM","2012-10-29",10.00,2.9
"BM","2012-10-29",10.00,3.2
"BM","2012-10-29",12.00,3.2
"BM","2012-10-29",15.00,3.4
"BM","2012-10-29",18.00,2.7
"BM","2012-11-13",0.00,0.5
"BM","2012-11-13",3.00,1.3
"BM","2012-11-13",5.00,1.2
"BM","2012-11-13",8.00,1.5
"BM","2012-11-13",10.00,1.5
"BM","2012-11-13",10.00,1.3
"BM","2012-11-13",12.00,0.9
"BM","2012-11-13",16.00,1.6
"BM","2012-11-13",18.00,1.1
"BM","2013-01-18",0.00,0.8
"BM","2013-01-18",3.00,1.2
"BM","2013-01-18",5.00,1.4
"BM","2013-01-18",8.00,1.4
"BM","2013-01-18",10.00,0.9
"BM","2013-01-18",10.00,1.1
"BM","2013-01-18",12.00,0.6
"BM","2013-01-18",16.00,0.7
"BM","2013-01-18",18.00,0.2
"BM","2013-02-22",0.00,1.2
"BM","2013-02-22",0.00,1.5
"BM","2013-02-22",3.00,0.8
"BM","2013-02-22",5.00,0.1
"BM","2013-02-22",8.00,0.6
"BM","2013-02-22",10.00,0.2
"BM","2013-02-22",12.00,0.2
"BM","2013-02-22",16.00,0.1
"BM","2013-02-22",18.00,0.4
"BM","2013-03-29",0.00,-0.2
"BM","2013-03-29",3.00,0.4
"BM","2013-03-29",5.00,0.6
"BM","2013-03-29",8.00,0.0
"BM","2013-03-29",10.00,0.0
"BM","2013-03-29",10.00,0.1
"BM","2013-03-29",12.00,0.1
"BM","2013-03-29",16.00,0.1
"BM","2013-03-29",18.00,0.1
"BM","2013-05-15",0.00,3.5
"BM","2013-05-15",3.00,4.6
"BM","2013-05-15",5.00,3.1
"BM","2013-05-15",8.00,4.8
"BM","2013-05-15",10.00,4.4
"BM","2013-05-15",10.00,4.2
"BM","2013-05-15",12.00,3.6
"BM","2013-05-15",16.00,4.3
"BM","2013-05-15",18.00,5.8
"BM","2013-06-10",0.00,5.1
"BM","2013-06-10",3.00,5.1
"BM","2013-06-10",5.00,1.8
"BM","2013-06-10",8.00,1.4
"BM","2013-06-10",10.00,14.2
"BM","2013-06-10",10.00,14.0
"BM","2013-06-10",12.00,8.8
"BM","2013-06-10",16.00,4.1
"BM","2013-06-10",18.00,3.2
"BM","2013-06-24",0.00,1.6
"BM","2013-06-24",3.00,1.4
"BM","2013-06-24",3.00,1.4
"BM","2013-06-24",5.00,1.8
"BM","2013-06-24",8.00,2.0
"BM","2013-06-24",10.00,3.1
"BM","2013-06-24",12.00,13.3
"BM","2013-06-24",16.00,14.0
"BM","2013-06-24",18.00,6.9
"BM","2013-07-08",0.00,1.1
"BM","2013-07-08",3.00,1.6
"BM","2013-07-08",5.00,2.4
"BM","2013-07-08",8.00,2.3
"BM","2013-07-08",8.00,1.8
"BM","2013-07-08",10.00,1.9
"BM","2013-07-08",12.00,2.1
"BM","2013-07-08",16.00,1.1
"BM","2013-07-08",18.00,1.0
"BM","2013-08-07",0.00,1.0
"BM","2013-08-07",3.00,2.1
"BM","2013-08-07",5.00,1.9
"BM","2013-08-07",8.00,3.9
"BM","2013-08-07",10.00,6.0
"BM","2013-08-07",12.00,8.1
"BM","2013-08-07",16.00,6.3
"BM","2013-08-07",18.00,3.8
"BM","2013-08-07",18.00,4.1
"BM","2013-08-20",0.00,2.3
"BM","2013-08-20",3.00,2.0
"BM","2013-08-20",5.00,1.9
"BM","2013-08-20",8.00,3.3
"BM","2013-08-20",10.00,5.8
"BM","2013-08-20",12.00,5.5
"BM","2013-08-20",16.00,11.9
"BM","2013-08-20",16.00,12.1
"BM","2013-08-20",18.00,8.2
"BM","2013-09-03",0.00,2.3
"BM","2013-09-03",0.00,2.3
"BM","2013-09-03",3.00,2.2
"BM","2013-09-03",5.00,2.4
"BM","2013-09-03",8.00,2.2
"BM","2013-09-03",10.00,6.3
"BM","2013-09-03",12.00,6.6
"BM","2013-09-03",16.00,11.8
"BM","2013-09-03",18.00,17.1
"BM","2013-09-30",0.00,2.3
"BM","2013-09-30",3.00,1.8
"BM","2013-09-30",5.00,1.9
"BM","2013-09-30",8.00,2.2
"BM","2013-09-30",10.00,2.5
"BM","2013-09-30",12.00,2.5
"BM","2013-09-30",16.00,8.7
"BM","2013-09-30",16.00,6.2
"BM","2013-09-30",18.00,21.2
"BM","2013-10-28",0.00,3.8
"BM","2013-10-28",3.00,3.8
"BM","2013-10-28",5.00,3.9
"BM","2013-10-28",8.00,3.2
"BM","2013-10-28",10.00,3.4
"BM","2013-10-28",12.00,3.7
"BM","2013-10-28",16.00,5.6
"BM","2013-10-28",18.00,4.0
"BM","2013-10-28",18.00,3.3
"BM","2013-11-14",0.00,2.8
"BM","2013-11-14",3.00,3.2
"BM","2013-11-14",5.00,3.5
"BM","2013-11-14",8.00,3.1
"BM","2013-11-14",10.00,2.9
"BM","2013-11-14",10.00,3.5
"BM","2013-11-14",12.00,2.8
"BM","2013-11-14",16.00,3.0
"BM","2013-11-14",18.00,3.1
"BM","2014-01-30",0.00,0.6
"BM","2014-01-30",3.00,0.5
"BM","2014-01-30",5.00,0.6
"BM","2014-01-30",8.00,0.3
"BM","2014-01-30",10.00,0.4
"BM","2014-01-30",12.00,0.3
"BM","2014-01-30",16.00,0.1
"BM","2014-01-30",18.00,0.2
"BM","2014-01-30",18.00,0.7
"BM","2014-03-04",0.00,1.7
"BM","2014-03-04",0.00,1.4
"BM","2014-03-04",3.00,0.5
"BM","2014-03-04",5.00,0.3
"BM","2014-03-04",8.00,0.3
"BM","2014-03-04",10.00,0.3
"BM","2014-03-04",12.00,-0.3
"BM","2014-03-04",15.00,0.5
"BM","2014-03-04",18.00,1.1
"BM","2014-03-27",0.00,1.4
"BM","2014-03-27",3.00,0.8
"BM","2014-03-27",5.00,0.8
"BM","2014-03-27",8.00,0.2
"BM","2014-03-27",10.00,-0.1
"BM","2014-03-27",10.00,0.0
"BM","2014-03-27",12.00,0.3
"BM","2014-03-27",15.00,0.8
"BM","2014-03-27",18.00,0.3
"BM","2014-05-20",0.00,4.7
"BM","2014-05-20",3.00,6.6
"BM","2014-05-20",5.00,7.3
"BM","2014-05-20",8.00,10.8
"BM","2014-05-20",10.00,10.8
"BM","2014-05-20",10.00,11.0
"BM","2014-05-20",12.00,10.7
"BM","2014-05-20",16.00,9.5
"BM","2014-05-20",18.00,7.9
"BM","2014-06-02",0.00,1.2
"BM","2014-06-02",3.00,1.3
"BM","2014-06-02",5.00,2.7
"BM","2014-06-02",8.00,7.7
"BM","2014-06-02",10.00,14.0
"BM","2014-06-02",12.00,11.3
"BM","2014-06-02",16.00,7.5
"BM","2014-06-02",18.00,6.2
"BM","2014-06-02",18.00,6.5
"BM","2014-06-16",0.00,1.2
"BM","2014-06-16",3.00,1.3
"BM","2014-06-16",5.00,1.1
"BM","2014-06-16",5.00,0.9
"BM","2014-06-16",8.00,0.7
"BM","2014-06-16",10.00,1.0
"BM","2014-06-16",12.00,0.9
"BM","2014-06-16",16.00,0.7
"BM","2014-06-16",18.00,0.5
"BM","2014-07-15",0.00,2.4
"BM","2014-07-15",3.00,2.4
"BM","2014-07-15",5.00,2.5
"BM","2014-07-15",8.00,3.9
"BM","2014-07-15",10.00,5.4
"BM","2014-07-15",12.00,5.3
"BM","2014-07-15",12.00,5.3
"BM","2014-07-15",16.00,2.2
"BM","2014-07-15",18.00,2.3
"BM","2014-07-28",0.00,1.9
"BM","2014-07-28",3.00,1.6
"BM","2014-07-28",5.00,1.4
"BM","2014-07-28",8.00,5.0
"BM","2014-07-28",10.00,5.5
"BM","2014-07-28",12.00,6.9
"BM","2014-07-28",16.00,4.7
"BM","2014-07-28",18.00,5.7
"BM","2014-07-28",18.00,4.3
"BM","2014-08-11",0.00,2.1
"BM","2014-08-11",0.00,2.0
"BM","2014-08-11",3.00,1.9
"BM","2014-08-11",5.00,2.1
"BM","2014-08-11",8.00,2.8
"BM","2014-08-11",10.00,5.9
"BM","2014-08-11",12.00,6.7
"BM","2014-08-11",16.00,7.2
"BM","2014-08-11",18.00,18.1
"BM","2014-08-27",0.00,2.0
"BM","2014-08-27",3.00,1.5
"BM","2014-08-27",3.00,1.3
"BM","2014-08-27",5.00,2.0
"BM","2014-08-27",8.00,1.9
"BM","2014-08-27",10.00,3.7
"BM","2014-08-27",12.00,4.0
"BM","2014-08-27",16.00,18.6
"BM","2014-08-27",18.00,8.3
"BM","2014-09-09",0.00,2.6
"BM","2014-09-09",3.00,1.9
"BM","2014-09-09",5.00,1.8
"BM","2014-09-09",8.00,3.1
"BM","2014-09-09",10.00,3.3
"BM","2014-09-09",12.00,3.6
"BM","2014-09-09",12.00,3.6
"BM","2014-09-09",16.00,9.7
"BM","2014-09-09",18.00,9.5
"BM","2014-09-22",0.00,2.7
"BM","2014-09-22",3.00,2.5
"BM","2014-09-22",5.00,2.3
"BM","2014-09-22",8.00,3.7
"BM","2014-09-22",10.00,2.8
"BM","2014-09-22",10.00,3.0
"BM","2014-09-22",12.00,3.6
"BM","2014-09-22",16.00,7.2
"BM","2014-09-22",18.00,11.5
"BM","2014-10-07",0.00,3.7
"BM","2014-10-07",3.00,3.1
"BM","2014-10-07",5.00,3.5
"BM","2014-10-07",8.00,3.8
"BM","2014-10-07",10.00,3.6
"BM","2014-10-07",12.00,4.2
"BM","2014-10-07",16.00,8.7
"BM","2014-10-07",18.00,11.1
"BM","2014-10-07",18.00,11.6
"BM","2014-10-22",0.00,4.7
"BM","2014-10-22",3.00,4.8
"BM","2014-10-22",5.00,5.0
"BM","2014-10-22",8.00,4.0
"BM","2014-10-22",10.00,4.5
"BM","2014-10-22",10.00,5.1
"BM","2014-10-22",12.00,5.3
"BM","2014-10-22",16.00,5.0
"BM","2014-10-22",18.00,5.0
"BM","2014-11-05",0.00,4.4
"BM","2014-11-05",3.00,4.3
"BM","2014-11-05",5.00,4.5
"BM","2014-11-05",8.00,4.0
"BM","2014-11-05",10.00,5.6
"BM","2014-11-05",10.00,4.3
"BM","2014-11-05",12.00,4.5
"BM","2014-11-05",16.00,4.8
"BM","2014-11-05",18.00,4.2
"BM","2015-01-21",0.00,0.4
"BM","2015-01-21",3.00,0.4
"BM","2015-01-21",5.00,0.5
"BM","2015-01-21",8.00,0.3
"BM","2015-01-21",10.00,0.1
"BM","2015-01-21",12.00,0.2
"BM","2015-01-21",16.00,0.0
"BM","2015-01-21",18.00,0.6
"BM","2015-01-21",18.00,0.5
"BM","2015-03-03",0.00,0.5
"BM","2015-03-03",3.00,0.5
"BM","2015-03-03",5.00,0.3
"BM","2015-03-03",8.00,0.2
"BM","2015-03-03",10.00,0.0
"BM","2015-03-03",12.00,0.1
"BM","2015-03-03",16.00,0.5
"BM","2015-03-03",18.00,0.2
"BM","2015-03-03",18.00,1.1
"BM","2015-03-26",0.00,2.4
"BM","2015-03-26",3.00,2.8
"BM","2015-03-26",5.00,2.5
"BM","2015-03-26",8.00,2.1
"BM","2015-03-26",10.00,1.8
"BM","2015-03-26",10.00,-2.5
"BM","2015-03-26",12.00,1.8
"BM","2015-03-26",16.00,1.8
"BM","2015-03-26",18.00,5.7
"BM","2015-04-23",0.00,14.9
"BM","2015-04-23",3.00,5.7
"BM","2015-04-23",5.00,6.0
"BM","2015-04-23",8.00,9.9
"BM","2015-04-23",10.00,10.0
"BM","2015-04-23",10.00,3.4
"BM","2015-04-23",12.00,4.1
"BM","2015-04-23",16.00,2.4
"BM","2015-04-23",18.00,8.6
"BM","2015-05-06",0.00,2.3
"BM","2015-05-06",3.00,2.5
"BM","2015-05-06",5.00,3.8
"BM","2015-05-06",8.00,8.1
"BM","2015-05-06",10.00,13.8
"BM","2015-05-06",12.00,16.6
"BM","2015-05-06",16.00,13.8
"BM","2015-05-06",16.00,12.9
"BM","2015-05-06",18.00,12.8
"BM","2015-05-19",0.00,1.4
"BM","2015-05-19",0.00,1.1
"BM","2015-05-19",3.00,1.1
"BM","2015-05-19",5.00,1.1
"BM","2015-05-19",8.00,1.3
"BM","2015-05-19",10.00,1.5
"BM","2015-05-19",12.00,2.3
"BM","2015-05-19",16.00,1.9
"BM","2015-05-19",18.00,2.5
